application_id,customer_id,application_date,uf,channel,age,gender,education,employment_type,months_employed,monthly_income,bank_relationship_months,marital_status,dependents,housing_status,credit_history_months,previous_loans,previous_defaults,bureau_inquiries_90d,open_credit_lines,credit_utilization,delinquency_12m,avg_payment_delay_days,monthly_existing_debt,requested_amount,loan_purpose,term_months,estimated_installment,debt_to_income,digital_behavior_score,device_age_months,email_age_months,phone_verified,document_consistency,ip_risk_score,credit_score_internal,risk_band,approved,approved_amount,interest_rate_monthly,default_90d,fraud_confirmed
APP0002004,CUST002004,2025-09-04,SP,app_android,44,F,superior_incompleto,autonomo,80,3079.68,25,solteiro,0,familia,199,7,0,2,5,0.48,0,0.8,1474.81,10309.95,capital_giro,24,642.03,0.687,85.9,4,72,1,1,3.2,695,C,0,0.0,0.0485,0,0
APP0007211,CUST007211,2025-09-05,MG,app_ios,19,M,superior,CLT,37,2930.78,12,solteiro,0,proprio_quitado,5,1,0,2,3,0.429,1,0.3,854.28,3301.64,consumo,36,162.72,0.347,80.2,6,63,1,1,5.6,552,D,0,0.0,0.061,0,0
APP0001135,CUST001135,2025-09-05,SC,app_ios,28,M,pos_graduacao,MEI,32,3144.51,37,solteiro,2,proprio_quitado,45,0,0,1,5,0.324,0,8.6,452.99,1460.28,renegociacao,12,151.12,0.192,46.5,22,18,1,1,3.3,646,C,0,0.0,0.0572,0,0
APP0006944,CUST006944,2025-09-05,SP,web,28,F,superior_incompleto,MEI,54,893.13,26,solteiro,3,proprio_financiado,106,2,0,2,0,0.914,0,1.3,358.57,1429.08,reforma,48,61.89,0.471,43.1,13,24,1,1,1.3,602,C,0,0.0,0.0428,0,0
APP0002116,CUST002116,2025-09-05,SP,app_android,37,F,medio,CLT,63,1570.33,67,divorciado,0,familia,107,0,0,1,3,0.416,0,6.5,713.9,697.86,educacao,6,130.97,0.538,100.0,15,20,1,1,5.7,659,C,0,0.0,0.051,0,0
APP0001707,CUST001707,2025-09-05,RS,web,33,M,medio,CLT,24,3356.09,29,casado,1,proprio_financiado,40,0,0,1,2,0.765,0,4.0,399.25,5651.15,reforma,12,584.8,0.293,50.7,33,55,0,1,40.1,584,D,1,5651.15,0.0592,0,0
APP0001616,CUST001616,2025-09-06,SC,parceiro,31,M,fundamental,CLT,49,2107.9,37,solteiro,0,familia,132,3,0,3,4,0.376,0,1.5,1864.79,7189.41,reforma,24,447.7,1.097,60.5,2,36,1,1,20.0,568,D,0,0.0,0.0686,0,0
APP0004550,CUST004550,2025-09-06,PE,app_ios,43,F,superior_incompleto,aposentado,39,2316.58,27,solteiro,2,alugado,230,1,1,1,4,0.945,1,0.6,551.04,3861.52,educacao,12,399.61,0.41,56.9,33,89,0,1,21.3,514,D,0,0.0,0.0705,0,0
APP0006891,CUST006891,2025-09-06,MG,web,31,M,medio,aposentado,22,3133.51,27,solteiro,1,alugado,101,2,0,0,3,0.219,0,9.7,1097.1,6880.27,consumo,24,428.45,0.487,52.4,36,75,1,1,11.8,728,B,0,0.0,0.0441,0,0
APP0005942,CUST005942,2025-09-06,SP,app_android,45,M,medio,CLT,66,2254.87,41,casado,2,proprio_financiado,143,0,0,1,1,0.64,0,9.8,945.06,2852.26,emergencia,18,216.25,0.515,70.7,10,66,1,1,13.0,669,C,0,0.0,0.0433,0,0
APP0007985,CUST007985,2025-09-06,MG,app_ios,42,F,superior,servidor_publico,28,4780.43,16,solteiro,1,familia,159,1,0,1,5,0.1,0,1.2,745.83,33343.07,reforma,18,2527.97,0.685,51.7,30,25,1,1,10.2,756,B,1,30547.27,0.034,1,0
APP0007375,CUST007375,2025-09-06,SP,app_android,32,F,medio,desempregado,0,967.45,16,uniao_estavel,0,alugado,30,1,0,3,1,0.424,0,4.0,81.81,5031.99,consumo,48,217.92,0.31,52.4,2,25,1,1,9.1,583,D,0,0.0,0.0759,0,0
APP0004641,CUST004641,2025-09-06,PA,app_android,43,M,medio,CLT,28,2762.63,42,divorciado,3,alugado,64,0,0,1,2,0.544,0,1.7,199.92,39574.35,veiculo,18,3000.4,1.158,54.2,13,40,1,1,21.2,580,D,0,0.0,0.0781,0,0
APP0006375,CUST006375,2025-09-07,SP,web,42,M,medio,servidor_publico,69,1518.89,13,uniao_estavel,3,alugado,79,2,0,1,1,0.653,0,2.4,594.2,2970.67,saude,9,390.48,0.648,74.8,15,106,1,1,33.2,644,C,0,0.0,0.0412,0,0
APP0001682,CUST001682,2025-09-07,MT,app_android,55,F,superior,CLT,49,1383.26,94,divorciado,1,alugado,121,2,2,1,3,0.842,2,5.5,288.03,6646.7,educacao,12,687.83,0.705,50.2,21,55,1,1,1.8,431,E,0,0.0,0.1025,0,0
APP0006177,CUST006177,2025-09-07,PR,app_android,41,F,fundamental,desempregado,0,1079.18,83,casado,0,familia,196,1,1,6,1,0.768,3,5.6,247.48,2645.98,reforma,12,273.82,0.483,59.0,4,59,1,0,10.2,279,E,0,0.0,0.0986,0,0
APP0005887,CUST005887,2025-09-07,PR,web,22,F,medio,aposentado,83,6340.47,16,casado,0,proprio_quitado,23,0,0,2,4,0.089,0,3.0,858.69,16031.49,renegociacao,12,1659.0,0.397,71.9,5,33,1,1,16.2,748,B,0,0.0,0.0504,0,0
APP0007372,CUST007372,2025-09-07,RS,app_android,36,F,medio,autonomo,19,1835.87,28,solteiro,2,proprio_quitado,100,1,0,2,3,0.626,0,6.4,1079.24,12652.26,veiculo,36,623.56,0.928,48.8,41,46,1,1,11.6,519,D,0,0.0,0.0785,0,0
APP0000436,CUST000436,2025-09-07,SC,app_android,39,M,pos_graduacao,autonomo,35,2153.27,35,casado,0,familia,96,4,0,0,3,0.521,0,2.0,594.57,2574.07,emergencia,18,195.16,0.367,53.7,31,23,1,1,6.4,676,C,0,0.0,0.0361,0,0
APP0005812,CUST005812,2025-09-07,MS,parceiro,41,F,fundamental,CLT,74,2124.26,73,solteiro,2,outro,138,2,0,2,2,0.364,0,1.3,1185.17,3002.38,veiculo,9,394.65,0.744,70.2,0,31,1,1,10.1,771,B,0,0.0,0.0542,0,0
APP0007306,CUST007306,2025-09-07,ES,app_android,48,M,pos_graduacao,servidor_publico,73,8259.02,23,casado,3,alugado,198,5,1,1,3,0.18,0,6.1,3521.24,3278.24,consumo,18,248.55,0.456,67.1,36,22,1,1,7.0,734,B,1,3278.24,0.034,0,0
APP0005283,CUST005283,2025-09-07,SP,app_android,42,M,medio,servidor_publico,59,1174.36,26,divorciado,0,alugado,232,1,1,0,3,0.858,1,15.1,328.38,3882.34,consumo,36,191.34,0.443,52.4,14,108,1,1,10.1,591,D,0,0.0,0.0671,0,0
APP0003305,CUST003305,2025-09-07,SP,app_ios,18,M,medio,aposentado,72,1819.59,4,solteiro,2,alugado,0,0,0,4,1,0.307,0,5.7,685.03,7864.9,reforma,12,813.89,0.824,74.1,5,23,1,1,0.7,463,E,0,0.0,0.1022,0,0
APP0000670,CUST000670,2025-09-07,RJ,app_android,35,M,superior_incompleto,CLT,58,3803.18,17,uniao_estavel,3,outro,130,3,0,0,2,0.132,1,7.9,1008.65,11416.45,veiculo,36,562.65,0.413,60.5,47,43,1,1,4.4,749,B,1,11416.45,0.0334,0,0
APP0007121,CUST007121,2025-09-07,CE,app_android,30,F,medio,CLT,128,1221.89,23,casado,1,proprio_quitado,46,1,0,2,0,0.712,0,3.5,85.64,6017.55,capital_giro,12,622.72,0.58,78.0,7,94,1,1,5.4,563,D,0,0.0,0.0695,0,0
APP0006941,CUST006941,2025-09-08,GO,app_android,24,M,superior_incompleto,servidor_publico,60,7005.2,19,solteiro,0,proprio_financiado,51,0,0,2,1,0.303,0,7.6,2125.41,4669.81,consumo,12,483.25,0.372,99.1,1,16,1,1,24.0,786,B,1,4669.81,0.0235,0,0
APP0004311,CUST004311,2025-09-08,RJ,app_ios,50,M,superior,autonomo,51,2856.4,46,solteiro,0,proprio_quitado,142,0,0,4,5,0.485,0,7.3,1564.57,3682.74,consumo,12,381.1,0.681,66.3,8,32,1,1,36.4,636,C,0,0.0,0.038,0,0
APP0001308,CUST001308,2025-09-08,PE,app_ios,36,F,medio,CLT,40,3396.24,16,casado,3,alugado,35,1,0,0,4,0.292,0,9.6,805.03,5153.65,capital_giro,6,967.18,0.522,63.4,24,7,0,1,7.7,660,C,0,0.0,0.0429,0,0
APP0005293,CUST005293,2025-09-08,SP,app_android,36,M,superior_incompleto,autonomo,45,1463.83,3,viuvo,1,proprio_quitado,52,0,0,0,2,0.576,0,1.6,422.03,500.0,emergencia,12,51.74,0.324,34.6,15,50,1,1,19.6,634,C,1,500.0,0.0541,0,0
APP0007360,CUST007360,2025-09-08,DF,web,42,F,superior_incompleto,CLT,17,2039.79,5,solteiro,0,familia,63,1,0,0,4,0.299,0,0.5,1151.65,7421.64,capital_giro,24,462.17,0.791,51.9,7,21,1,1,5.0,659,C,1,7421.64,0.0547,0,0
APP0005727,CUST005727,2025-09-08,SP,app_android,22,M,medio,aposentado,55,1793.43,27,casado,0,proprio_financiado,39,1,0,2,4,0.485,0,8.4,653.21,1933.86,renegociacao,6,362.92,0.567,79.4,6,93,1,1,12.2,587,D,0,0.0,0.0685,0,0
APP0000782,CUST000782,2025-09-08,PR,parceiro,29,F,fundamental,MEI,64,2337.6,46,solteiro,3,proprio_quitado,118,1,0,1,2,0.509,1,1.2,261.56,3635.17,renegociacao,6,682.21,0.404,50.6,37,88,1,1,23.7,574,D,1,3635.17,0.0848,0,0
APP0001869,CUST001869,2025-09-08,SP,app_android,31,F,medio,CLT,87,2985.38,18,solteiro,0,proprio_quitado,73,0,0,0,3,0.095,0,13.6,813.84,8155.02,consumo,12,843.91,0.555,43.6,32,48,1,1,22.3,664,C,0,0.0,0.04,0,0
APP0000419,CUST000419,2025-09-08,SC,whatsapp,42,F,fundamental,CLT,62,2762.87,80,solteiro,1,alugado,214,2,0,2,2,0.217,1,6.2,775.98,2276.16,renegociacao,18,172.57,0.343,50.3,1,52,0,1,4.3,737,B,0,0.0,0.0503,0,0
APP0003059,CUST003059,2025-09-09,SP,web,50,F,pos_graduacao,CLT,17,7711.08,17,solteiro,3,alugado,196,9,3,1,3,0.79,2,9.8,2509.77,8087.37,consumo,18,613.16,0.405,65.4,35,26,0,1,41.6,416,E,0,0.0,0.1007,0,0
APP0002562,CUST002562,2025-09-09,BA,app_android,19,F,superior,autonomo,38,3663.51,17,casado,1,proprio_financiado,6,0,0,0,0,0.679,0,4.1,439.56,4331.11,reforma,12,448.2,0.242,56.2,10,6,1,1,20.0,643,C,0,0.0,0.0536,0,0
APP0003614,CUST003614,2025-09-09,PE,app_android,39,F,superior,CLT,28,2824.47,34,solteiro,1,proprio_quitado,49,0,0,1,4,0.143,0,1.8,539.55,4501.44,renegociacao,36,221.85,0.27,84.5,25,44,1,1,2.3,690,C,0,0.0,0.0628,0,0
APP0006232,CUST006232,2025-09-09,CE,web,47,M,superior,MEI,12,5492.89,11,casado,2,alugado,235,3,0,0,3,0.042,0,5.6,287.3,3880.21,emergencia,36,191.23,0.087,90.1,1,15,0,1,11.4,806,A,0,0.0,0.026,0,0
APP0000334,CUST000334,2025-09-09,SP,app_android,32,F,superior_incompleto,servidor_publico,67,12277.54,11,casado,2,proprio_quitado,72,1,0,3,1,0.409,0,4.7,1431.15,2358.52,consumo,6,442.62,0.153,100.0,14,108,1,1,11.2,739,B,1,2358.52,0.0269,0,0
APP0000763,CUST000763,2025-09-09,SP,app_android,38,M,superior,autonomo,54,2119.59,23,solteiro,0,proprio_quitado,174,1,0,4,2,0.27,0,10.3,632.42,15616.94,veiculo,9,2052.78,1.267,100.0,2,40,1,1,18.4,601,C,0,0.0,0.0494,0,0
APP0003831,CUST003831,2025-09-09,RJ,app_ios,27,F,superior,desempregado,0,1188.17,36,casado,2,alugado,55,1,0,5,5,0.651,0,0.4,554.58,867.86,consumo,12,89.81,0.542,68.6,24,40,1,1,8.5,416,E,0,0.0,0.0962,0,0
APP0002369,CUST002369,2025-09-09,RJ,app_android,47,F,medio,CLT,27,2559.34,13,uniao_estavel,0,alugado,53,0,0,0,0,0.187,1,4.2,251.0,6410.34,capital_giro,24,399.19,0.254,76.4,31,79,1,1,2.0,627,C,0,0.0,0.0465,0,0
APP0003640,CUST003640,2025-09-09,SP,app_android,54,F,superior,servidor_publico,32,9594.14,88,divorciado,1,proprio_financiado,340,6,0,2,10,0.375,0,0.5,1968.61,1546.65,consumo,12,160.05,0.222,57.2,25,61,1,1,2.4,845,A,1,1546.65,0.0271,0,0
APP0002520,CUST002520,2025-09-09,BA,whatsapp,49,M,medio,desempregado,0,1073.74,30,solteiro,2,proprio_quitado,128,3,1,6,2,0.725,2,0.6,225.2,2756.71,consumo,18,209.01,0.404,31.9,58,20,1,1,19.7,412,E,0,0.0,0.0872,0,0
APP0002968,CUST002968,2025-09-09,PR,app_android,32,M,superior,CLT,48,3814.36,119,solteiro,2,alugado,87,0,0,1,2,0.345,0,0.7,705.46,3141.69,emergencia,9,412.96,0.293,95.6,16,61,1,1,14.4,717,B,1,3141.69,0.0345,0,0
APP0002299,CUST002299,2025-09-10,SP,whatsapp,32,M,medio,autonomo,19,2252.84,20,solteiro,1,proprio_quitado,69,0,0,1,1,0.66,0,16.2,1395.43,3192.98,emergencia,18,242.08,0.727,39.4,6,21,1,1,21.8,579,D,0,0.0,0.0737,0,0
APP0003748,CUST003748,2025-09-10,MG,app_android,40,M,medio,autonomo,64,1392.14,18,uniao_estavel,0,alugado,116,2,0,2,3,0.652,0,6.8,513.71,3532.09,renegociacao,9,464.28,0.703,100.0,11,37,0,1,8.7,565,D,0,0.0,0.1001,0,0
APP0007144,CUST007144,2025-09-10,SP,app_ios,49,F,medio,CLT,97,1633.25,12,solteiro,3,familia,245,2,1,2,3,0.549,1,20.3,607.16,6830.26,consumo,18,517.85,0.689,39.6,35,133,1,0,9.2,510,D,0,0.0,0.0829,0,0
APP0000207,CUST000207,2025-09-10,SP,web,24,F,medio,CLT,65,1406.14,26,viuvo,0,familia,51,2,1,2,1,0.487,2,8.6,528.13,1733.18,saude,48,75.06,0.429,72.5,9,80,0,1,5.4,500,D,0,0.0,0.0557,0,0
APP0001124,CUST001124,2025-09-10,GO,web,41,F,fundamental,CLT,65,892.27,36,solteiro,2,alugado,233,2,0,2,2,0.484,0,13.4,242.04,1746.23,saude,24,108.74,0.393,53.3,17,74,1,1,1.1,697,C,0,0.0,0.0425,0,0
APP0005109,CUST005109,2025-09-10,PE,app_ios,30,F,medio,MEI,68,6286.4,27,solteiro,1,proprio_quitado,27,0,0,1,1,0.345,0,3.3,742.82,2501.93,capital_giro,12,258.91,0.159,65.3,2,55,1,1,12.2,690,C,0,0.0,0.0527,0,0
APP0005190,CUST005190,2025-09-10,RJ,parceiro,38,F,superior,CLT,54,6265.26,20,uniao_estavel,1,alugado,177,3,0,1,3,0.084,1,0.9,1780.68,2749.23,emergencia,12,284.5,0.33,70.0,24,28,1,1,34.5,798,B,0,0.0,0.0363,0,0
APP0004588,CUST004588,2025-09-10,SP,app_android,42,F,superior,CLT,28,5347.02,6,solteiro,1,alugado,157,2,1,0,2,0.546,1,6.9,1026.96,1172.59,reforma,12,121.34,0.215,40.4,10,85,1,1,23.8,660,C,0,0.0,0.0426,0,0
APP0005195,CUST005195,2025-09-10,SP,app_android,31,M,fundamental,autonomo,19,2034.95,28,uniao_estavel,1,alugado,117,1,0,1,1,0.571,0,8.9,619.57,11367.58,capital_giro,18,861.85,0.728,67.1,26,6,1,1,2.0,636,C,0,0.0,0.0615,0,0
APP0004447,CUST004447,2025-09-11,SP,app_ios,18,M,fundamental,desempregado,0,995.07,21,casado,0,alugado,0,0,0,5,1,0.364,0,6.1,118.02,4855.41,veiculo,18,368.12,0.489,73.5,1,41,1,1,6.2,458,E,0,0.0,0.0875,0,0
APP0006911,CUST006911,2025-09-11,MG,whatsapp,37,M,medio,autonomo,38,1680.6,7,casado,3,familia,166,3,0,1,3,0.998,0,1.9,541.72,4164.38,educacao,18,315.73,0.51,83.2,3,17,1,1,18.7,643,C,0,0.0,0.0518,0,0
APP0001221,CUST001221,2025-09-11,PA,parceiro,38,F,superior,autonomo,17,3173.54,18,divorciado,1,alugado,165,5,0,2,5,0.76,0,6.6,564.55,8255.53,veiculo,18,625.91,0.375,40.3,9,35,0,1,6.1,653,C,0,0.0,0.0479,0,0
APP0004602,CUST004602,2025-09-11,PE,app_ios,41,NA,medio,CLT,17,2674.72,56,solteiro,0,alugado,131,3,0,2,2,0.522,1,6.4,354.38,4653.18,reforma,18,352.79,0.264,55.0,4,25,1,1,7.5,625,C,0,0.0,0.0546,0,0
APP0004195,CUST004195,2025-09-11,RS,app_android,21,M,medio,autonomo,32,2314.36,12,solteiro,1,alugado,31,0,0,1,3,0.894,0,1.0,528.25,2295.57,emergencia,24,142.95,0.29,45.2,28,50,1,1,9.9,594,D,0,0.0,0.0527,0,0
APP0007275,CUST007275,2025-09-11,MG,app_android,53,M,superior,CLT,30,3785.51,39,solteiro,2,proprio_financiado,366,5,0,1,6,0.429,0,1.1,908.13,808.98,emergencia,18,61.33,0.256,60.4,9,30,1,1,21.4,704,B,0,0.0,0.0469,0,0
APP0006883,CUST006883,2025-09-11,RJ,app_ios,32,F,superior_incompleto,CLT,75,8108.46,32,casado,1,alugado,65,0,0,2,1,0.155,1,3.3,2445.67,4805.86,consumo,24,299.27,0.339,80.3,56,67,1,1,21.5,688,C,1,4805.86,0.0472,0,0
APP0006176,CUST006176,2025-09-11,PR,web,32,F,superior_incompleto,CLT,13,2406.11,31,solteiro,2,familia,83,0,0,2,3,0.221,0,0.5,865.9,3272.12,saude,24,203.76,0.445,34.1,5,15,1,1,4.5,654,C,0,0.0,0.049,0,0
APP0000478,CUST000478,2025-09-11,PR,web,34,F,medio,autonomo,51,800.0,38,divorciado,0,proprio_quitado,80,3,0,0,3,0.572,0,1.2,464.37,1153.78,emergencia,18,87.48,0.69,58.1,7,51,1,1,8.2,572,D,0,0.0,0.0783,0,0
APP0001474,CUST001474,2025-09-11,MG,web,42,F,medio,autonomo,21,1082.82,34,solteiro,0,familia,237,3,0,3,9,0.475,1,12.8,753.24,5442.82,consumo,18,412.66,1.077,63.1,12,76,1,1,38.6,474,E,0,0.0,0.1124,0,0
APP0005856,CUST005856,2025-09-12,BA,parceiro,43,F,superior,CLT,51,8983.42,14,casado,0,alugado,224,2,0,0,4,0.86,1,3.2,2659.16,3616.27,capital_giro,9,475.34,0.349,72.3,6,36,1,0,5.9,626,C,0,0.0,0.0339,0,0
APP0000639,CUST000639,2025-09-12,SP,app_android,32,M,superior_incompleto,CLT,84,2510.14,28,solteiro,1,alugado,90,0,0,0,4,0.483,0,6.0,1252.1,2952.66,saude,24,183.87,0.572,72.9,2,87,1,1,12.0,656,C,0,0.0,0.0478,0,0
APP0003298,CUST003298,2025-09-12,SP,app_android,33,M,medio,autonomo,19,2159.48,36,solteiro,0,proprio_quitado,156,2,0,0,4,0.333,0,0.4,755.35,5796.93,consumo,18,439.5,0.553,65.6,30,57,1,1,10.3,672,C,0,0.0,0.053,0,0
APP0004629,CUST004629,2025-09-12,RS,web,32,F,medio,CLT,35,5280.19,21,solteiro,0,familia,65,0,0,1,1,0.136,0,5.2,3190.26,2462.35,consumo,36,121.35,0.627,46.5,37,12,1,1,8.3,720,B,1,2462.35,0.0319,0,0
APP0003544,CUST003544,2025-09-12,RJ,parceiro,34,NA,medio,autonomo,33,1562.13,29,solteiro,1,alugado,154,0,0,2,3,0.651,0,4.5,668.39,3265.17,consumo,36,160.92,0.531,42.9,0,102,1,0,5.3,639,C,1,3265.17,0.0478,0,0
APP0003999,CUST003999,2025-09-12,PR,app_android,55,F,medio,autonomo,60,2126.95,82,casado,0,proprio_quitado,230,3,1,0,7,0.691,1,4.7,688.26,3873.98,renegociacao,24,241.24,0.437,73.4,16,74,1,1,14.2,551,D,0,0.0,0.09,0,0
APP0002818,CUST002818,2025-09-12,SP,app_android,50,F,superior_incompleto,aposentado,36,2686.32,16,solteiro,1,familia,131,5,0,1,4,0.294,0,1.7,1591.37,7087.95,veiculo,24,441.39,0.757,73.1,5,104,1,1,11.8,628,C,0,0.0,0.0605,0,0
APP0007844,CUST007844,2025-09-12,MG,app_android,18,M,medio,autonomo,53,1183.2,10,solteiro,0,alugado,0,0,0,3,1,0.43,0,2.0,586.91,3893.37,renegociacao,12,402.9,0.837,54.8,3,32,1,1,43.1,417,E,0,0.0,0.1098,0,0
APP0006097,CUST006097,2025-09-12,SP,app_ios,23,F,medio,autonomo,38,2006.63,35,solteiro,0,alugado,35,0,0,2,1,0.538,1,2.9,231.87,1618.34,consumo,24,100.78,0.166,93.8,43,52,0,1,3.7,614,C,1,1618.34,0.0469,0,0
APP0005885,CUST005885,2025-09-12,MG,web,40,F,pos_graduacao,CLT,11,5726.84,26,divorciado,1,alugado,237,1,0,0,6,0.278,0,4.5,756.65,7981.39,consumo,36,393.36,0.201,72.6,14,34,1,1,38.5,759,B,1,7981.39,0.0386,0,0
APP0007743,CUST007743,2025-09-12,BA,app_android,37,M,medio,desempregado,0,1070.51,31,casado,0,alugado,168,0,0,2,4,0.446,0,1.0,425.09,5875.59,consumo,12,608.03,0.965,57.8,11,26,1,1,16.3,455,E,0,0.0,0.1027,0,0
APP0002762,CUST002762,2025-09-13,SP,app_android,28,NA,medio,CLT,51,5654.05,28,solteiro,0,alugado,78,1,0,0,0,0.297,0,9.1,1139.4,6848.85,consumo,9,900.25,0.361,85.0,7,38,1,1,17.4,727,B,1,6848.85,0.0325,0,0
APP0002777,CUST002777,2025-09-13,SP,app_ios,25,M,medio,MEI,37,1909.67,16,solteiro,0,proprio_financiado,68,1,0,2,1,0.539,3,2.3,383.52,2412.04,consumo,24,150.2,0.279,25.8,1,56,1,1,10.1,508,D,0,0.0,0.0707,0,0
APP0000365,CUST000365,2025-09-13,PA,parceiro,23,M,medio,MEI,65,800.0,18,casado,0,alugado,10,0,0,1,3,0.742,0,2.8,369.29,1204.6,consumo,12,124.66,0.617,57.8,48,34,1,1,7.5,529,D,0,0.0,0.058,0,0
APP0007474,CUST007474,2025-09-13,PR,app_android,30,F,medio,autonomo,42,2262.55,7,divorciado,0,proprio_financiado,91,1,0,3,5,0.553,0,6.1,1476.11,6727.55,consumo,9,884.31,1.043,47.2,42,60,0,1,29.1,573,D,0,0.0,0.0823,0,0
APP0001779,CUST001779,2025-09-13,SP,whatsapp,29,M,medio,CLT,38,3318.77,4,solteiro,3,proprio_financiado,21,0,0,4,4,0.428,0,9.1,393.08,3152.93,renegociacao,24,196.34,0.178,73.2,22,51,1,1,23.7,592,D,0,0.0,0.0872,0,0
APP0003236,CUST003236,2025-09-13,SP,app_android,46,F,medio,CLT,29,3038.84,50,casado,0,proprio_quitado,250,5,1,1,5,0.365,1,6.2,637.56,1616.48,veiculo,12,167.28,0.265,71.1,24,45,1,1,16.9,611,C,0,0.0,0.042,0,0
APP0004213,CUST004213,2025-09-14,PR,app_android,38,NA,fundamental,CLT,74,1731.12,9,uniao_estavel,1,alugado,91,0,0,2,3,0.513,0,1.1,402.83,4644.08,consumo,18,352.1,0.436,88.0,20,46,1,1,9.5,652,C,0,0.0,0.0449,0,0
APP0002652,CUST002652,2025-09-14,RJ,app_android,31,M,medio,desempregado,0,3119.55,18,solteiro,0,alugado,117,1,0,2,3,0.526,0,9.3,1277.4,6029.27,emergencia,12,623.93,0.609,95.1,2,121,1,1,22.9,476,E,1,6029.27,0.1017,0,0
APP0005031,CUST005031,2025-09-14,RJ,app_android,41,F,medio,autonomo,68,4855.2,43,solteiro,1,proprio_quitado,221,4,0,1,4,0.151,2,0.4,463.32,1521.28,consumo,36,74.98,0.111,81.5,0,117,1,1,8.4,708,B,1,1521.28,0.0336,1,0
APP0007879,CUST007879,2025-09-14,SC,web,38,F,pos_graduacao,CLT,58,7808.03,2,casado,0,proprio_financiado,151,1,0,1,4,0.162,0,5.6,1531.56,1775.01,consumo,24,110.53,0.21,88.4,74,7,1,1,29.0,777,B,1,1775.01,0.0242,0,0
APP0003507,CUST003507,2025-09-14,MT,web,18,F,superior_incompleto,CLT,84,4377.01,43,casado,0,proprio_quitado,0,0,0,0,3,0.727,0,0.7,1012.19,6815.84,reforma,12,705.33,0.392,65.0,29,133,1,1,14.9,624,C,0,0.0,0.0306,0,0
APP0006291,CUST006291,2025-09-14,SP,whatsapp,28,M,superior,CLT,86,5469.58,62,casado,1,familia,54,1,0,1,4,0.319,0,2.0,1138.29,13432.88,veiculo,36,662.03,0.329,47.7,1,41,1,1,11.3,763,B,0,0.0,0.0388,0,0
APP0007598,CUST007598,2025-09-14,SP,app_android,25,M,fundamental,CLT,92,1473.98,42,casado,2,familia,71,0,0,3,4,0.561,1,2.0,889.95,11849.45,saude,24,737.9,1.104,54.4,1,20,1,1,4.3,540,D,0,0.0,0.0758,0,0
APP0000945,CUST000945,2025-09-14,SP,app_ios,35,F,fundamental,autonomo,53,1043.66,9,casado,0,familia,147,0,0,1,4,0.264,0,6.2,363.98,3240.49,veiculo,36,159.7,0.502,63.6,4,31,1,1,19.9,691,C,1,3240.49,0.0572,0,1
APP0005723,CUST005723,2025-09-14,PE,app_android,46,F,superior,CLT,26,9296.89,44,solteiro,2,proprio_quitado,222,1,0,2,3,0.239,0,9.1,976.63,4314.95,renegociacao,12,446.53,0.153,53.3,2,22,1,1,14.7,810,A,1,4314.95,0.0357,0,0
APP0006863,CUST006863,2025-09-14,PA,app_android,27,F,pos_graduacao,autonomo,22,3581.82,28,casado,4,familia,71,0,0,1,4,0.074,0,3.6,2219.6,2117.96,emergencia,24,131.89,0.657,63.5,18,92,1,1,9.5,733,B,1,2117.96,0.0241,0,0
APP0006180,CUST006180,2025-09-15,RJ,app_ios,35,M,medio,CLT,69,4474.81,16,solteiro,0,proprio_quitado,52,0,0,2,1,0.161,0,6.4,216.92,12614.69,educacao,12,1305.42,0.34,73.8,21,133,1,1,22.4,675,C,1,12614.69,0.0399,0,0
APP0006622,CUST006622,2025-09-15,MG,parceiro,18,F,superior_incompleto,autonomo,71,3096.37,33,divorciado,1,proprio_financiado,0,0,0,0,1,0.076,1,4.2,306.2,21846.3,capital_giro,24,1360.43,0.538,40.8,18,51,1,1,10.6,693,C,0,0.0,0.0422,0,0
APP0007901,CUST007901,2025-09-15,PR,app_android,23,M,superior,CLT,37,9620.49,26,divorciado,4,outro,23,1,0,3,3,0.068,0,7.4,3577.66,4625.08,reforma,12,478.62,0.422,47.0,3,56,1,1,13.4,800,A,0,0.0,0.0254,0,0
APP0005762,CUST005762,2025-09-15,ES,web,38,F,medio,CLT,58,1976.79,31,casado,1,alugado,123,1,0,2,2,0.759,2,3.6,317.5,8575.29,educacao,12,887.4,0.61,53.4,40,42,1,1,27.4,516,D,0,0.0,0.0597,0,0
APP0006324,CUST006324,2025-09-15,RJ,app_ios,40,F,superior,CLT,111,6654.76,29,casado,0,alugado,132,0,0,2,3,0.346,0,1.3,1556.19,9898.4,consumo,18,750.47,0.347,71.4,2,122,1,1,11.4,767,B,0,0.0,0.03,0,0
APP0002935,CUST002935,2025-09-15,BA,app_android,41,M,superior_incompleto,autonomo,30,2844.03,33,solteiro,2,proprio_financiado,53,0,0,1,2,0.466,0,21.7,420.08,1343.17,consumo,12,139.0,0.197,92.3,3,45,1,1,22.7,586,D,0,0.0,0.0712,0,0
APP0007225,CUST007225,2025-09-15,CE,app_ios,22,F,superior,autonomo,75,3031.62,38,casado,2,proprio_financiado,21,0,0,1,3,0.26,0,3.1,585.57,1862.54,consumo,24,115.99,0.231,76.9,36,77,1,1,5.6,672,C,0,0.0,0.0453,0,0
